grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,ano,vol,fasc,pags,DOI,autores,id
LUES,Artículos publicados,Publicado en revista especializada,De narrativas de la violencia a narrativas del perdón: aproximación desde crónicas periodísticas Colombianas,Colombia,Justicia ,0124-7441,2021,26,39 ,129 - 152,10.17081/just,"JORGE EDUARDO VASQUEZ SANTAMARIA, NATALIA ANDREA ALZATE ALZATE",1
LUES,Artículos publicados,Publicado en revista especializada,Tramas de la libertad y la igualdad: experiencias de mujeres excombatientes de las FARC-EP,Colombia,Colombia Internacional (On Line) ,1900-6004,2020,104,N/A ,157 - 182,10.7440/colombiaint104.2020.06,"JENNY MARCELA ACEVEDO VALENCIA, STEFANI CASTANO TORRES, MONICA LONDONO MARTINEZ",2
LUES,Artículos publicados,Corto (Resumen),"Factores asociados al estrés postraumático en personas víctimas del desplazamiento forzado en tres ciudades de Colombia, 2016",Colombia,Revista Biomédica ,0188-493X,2017,37,3 ,43 - 43, https://doi.org/10.7705/issn.0120-4157,SANTIAGO ALBERTO MORALES MESA,4
LUES,Artículos publicados,Publicado en revista especializada,Exclusión social y pobreza: perspectivas teóricas y percepciones de jóvenes excluidos de la ciudad de Medellín,Chile,REVISTA AUSTRAL DE CIENCIAS SOCIALES ,0718-1795,2017,32, ,143 - 166,,"SANTIAGO ALBERTO MORALES MESA, BEATRIZ ELENA GARCIA CHACON, JENNY MARCELA ACEVEDO VALENCIA, OLGA LUCIA ARBOLEDA ALVAREZ",5
LUES,Artículos publicados,Publicado en revista especializada,"Reflexividad dialógica, como experiencia de epistemes sentipensantes y solidarias",Colombia,El Ágora Usb ,1657-8031,2017,17,N/A ,255 - 264,,ALFREDO MANUEL GHISO COTOS,8
LUES,Artículos publicados,Publicado en revista especializada,Profesionalizacion de pedagogos sociales en latinoamerica.Otra lectura a los tránsitos entre la educacion popular y la pedagogía social.,Colombia,El Ágora Usb ,1657-8031,2016,16,1 ,63 - 75,,ALFREDO MANUEL GHISO COTOS,9
LUES,Artículos publicados,Corto (Resumen),Conocimientos e información sobre el HIV y las prácticas sexuales de riesgo en estudiantes universitarios,Colombia,Biomedica ,0120-4157,2015,1,35 ,123 - 123,,"SANTIAGO ALBERTO MORALES MESA, OLGA LUCIA ARBOLEDA ALVAREZ, ANGELA MARIA SEGURA CARDONA",10
LUES,Artículos publicados,Publicado en revista especializada,"Parental Expectations and Prosocial Behavior of Adolescents From Low-Income Backgrounds: A Cross-Cultural Comparison Between Three Countries--Argentina,Colombia, and Spain",Estados Unidos,Journal of Cross-Cultural Psychology ,0022-0221,2014,45,9 ,1471 - 1488,0022022114542284,"SANTIAGO ALBERTO MORALES MESA, EDISON FRANCISCO VIVEROS CHAVARRIA",11
LUES,Artículos publicados,Publicado en revista especializada,Las prácticas sexuales de riesgo al VIH en población universitaria,Colombia,Revista de Salud Pública ,0124-0064,2014,16,1 ,27 - 39,,"SANTIAGO ALBERTO MORALES MESA, OLGA LUCIA ARBOLEDA ALVAREZ, ANGELA MARIA SEGURA CARDONA",12
LUES,Artículos publicados,Publicado en revista especializada,"Redes de migrantes y la creación de organizaciones socioeconómicas Estudio de una experiencia en Medellín, Colombia.",México,Ra Ximhai ,1665-0441,2013,9,3 ,209 - 234,,ALFREDO MANUEL GHISO COTOS,14
LUES,Artículos publicados,Publicado en revista especializada,Riesgos psicosociales y actitudes sobre prácticas sexuales bajo el efecto del alcohol o drogas en adolescentes de la ciudad de Medellín,Colombia,Universitas Psychologica ,1657-9267,2013,12,3 ,887 - 898,10.11144/Javeriana.UPSY12-3.rpap,"SANTIAGO ALBERTO MORALES MESA, GUILLERMO CASTANO PEREZ, MARIA CAROLINA MONTOYA MONTOYA, OLBER EDUARDO ARANGO, OLBER EDUARDO ARANGO TOBON, ALEXANDER RODRIGUEZ BUSTAMANTE, GUILLERMO ALONSO CASTANO PEREZ",15
LUES,Artículos publicados,Publicado en revista especializada,Experiencias participativas en familias desplazadas de Moravia y Altos de la Virgen.,Colombia,Revista Facultad De Trabajo Social Upb ,0121-1722,2013,29, , 65 - 82,,JENNY MARCELA ACEVEDO VALENCIA,16
LUES,Artículos publicados,Publicado en revista especializada,Riesgos y consecuencias de las prácticas sexuales en adolescentes bajo los efectos de alcohol y otras drogas,Cuba,Revista Cubana de Pediatria ,1561-3119,2013,85,1 ,1 - 5,,"SANTIAGO ALBERTO MORALES MESA, OLBER EDUARDO ARANGO, MARIA CAROLINA MONTOYA MONTOYA, ALEXANDER RODRIGUEZ BUSTAMANTE, OLBER EDUARDO ARANGO TOBON, GUILLERMO  ALONSO CASTANO PEREZ, GUILLERMO ALONSO CASTANO PEREZ",17
LUES,Artículos publicados,Publicado en revista especializada,Consumo de drogas y prácticas sexuales de los adolescentes de la ciudad de Medellín (Colombia),España,Adicciones ,0214-4840,2012,24,4 ,347 - 353,,"SANTIAGO ALBERTO MORALES MESA, MARIA CAROLINA MONTOYA MONTOYA, OLBER EDUARDO ARANGO, GUILLERMO  ALONSO CASTANO PEREZ, OLBER EDUARDO ARANGO TOBON, ALEXANDER RODRIGUEZ BUSTAMANTE, GUILLERMO ALONSO CASTANO PEREZ",18
LUES,Artículos publicados,Publicado en revista especializada,"Prácticas universitarias, responsabilidad, reflexividad y solidaridad en contextos fragmentados e inestables",Colombia,Voces Y Sentidos De Las Prácticas Académicas ,2145-0978,2012,5,N/A ,40 - 55,,ALFREDO MANUEL GHISO COTOS,19
LUES,Artículos publicados,Publicado en revista especializada,Políticas públicas y jóvenes desplazados en Medellín: una mirada desde los contextos de exclusión,Colombia,Eleuthera ,2011-4532,2012,7,2 ,68 - 89,10.17151/eleu.2015.12.1.,JENNY MARCELA ACEVEDO VALENCIA,20
LUES,Artículos publicados,Publicado en revista especializada,Condiciones socioeconómicas de las familias en contextos de hogares sustitutos. Una problemática latente,Colombia,Prospectiva ,0122-1213,2012,17,17 ,283 - 311,,JENNY MARCELA ACEVEDO VALENCIA,21
LUES,Artículos publicados,Publicado en revista especializada,"El encuentro como potencialidad organizacional compleja. Apuntes para una reflexión epistemológica, ética y pedagógica compleja.",Colombia,Uni-Pluriversidad ,1657-4249,2012,12,34 ,57 - 63,,ALFREDO MANUEL GHISO COTOS,22
LUES,Artículos publicados,Publicado en revista especializada,Estrategias de acompañamiento familiar para el restablecimiento de derechos de la niñez en contextos de Hogares Sustitutos,Colombia,Katharsis ,0124-7816,2012,14, ,151 - 176,,JENNY MARCELA ACEVEDO VALENCIA,23
LUES,Artículos publicados,Publicado en revista especializada,"Algunos límites de las respuestas frente a la violencia y la inseguridad, en las instituciones educativas",Colombia,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud ",1692-715X,2012,10,2 ,815 - 824,,ALFREDO MANUEL GHISO COTOS,24
LUES,Artículos publicados,Publicado en revista especializada,Características personales y familiares de jóvenes que han sido sancionados bajo privación de libertad a partir de la ley 1098 de infancia y adolescencia,Colombia,Eleuthera ,2011-4532,2012,6, ,127 - 147,,SANTIAGO ALBERTO MORALES MESA,25
LUES,Artículos publicados,Publicado en revista especializada,Análisis demográfico de Colombia 2005-2010: una lectura en clave de política pública en salud,Colombia,Revista Ces Salud Pública ,2145-9932,2011,2,N/A ,110 - 124,,"SANTIAGO ALBERTO MORALES MESA, OLGA LUCIA ARBOLEDA ALVAREZ",27
LUES,Artículos publicados,Publicado en revista especializada,Características de la salud asociadas con las condiciones de vida de las personas con formación universitaria a partir de la encuesta de calidad de vida (ECV) en la ciudad de Medellín en el 2008.,Colombia,Revista Ces Salud Pública ,2145-9932,2011,2,N/A ,148 - 158,,"SANTIAGO ALBERTO MORALES MESA, OLGA LUCIA ARBOLEDA ALVAREZ",28
LUES,Artículos publicados,Publicado en revista especializada,Intimidación entre escolares. Desafío pedagógico,Colombia,Revista Internacional Magisterio Educación Y Pedagogía ,1692-4053,2011,53, ,80 - 87,,ALFREDO MANUEL GHISO COTOS,29
LUES,Artículos publicados,Publicado en revista especializada,Inclusión social y formación de sujetos de derechos,México,Decisio. Saberes Para La Acción En Educación De Adultos ,1665-7446,2011,N/A,N/A ,55 - 63,,ALFREDO MANUEL GHISO COTOS,30
LUES,Artículos publicados,Publicado en revista especializada,"Sistematización . Un pensar el hacer, que se resiste a perder su autonomía",México,Decisio. Saberes Para La Acción En Educación De Adultos ,1665-7446,2011,N/A,N/A ,3 - 8,,ALFREDO MANUEL GHISO COTOS,31
LUES,Artículos publicados,Publicado en revista especializada,Reflexividad dialógica en el estudio de jóvenes y prácticas políticas,Colombia,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud ",1692-715X,2011,9,N/A ,129 - 140,,"ALFREDO MANUEL GHISO COTOS, CATALINA MARIA TABARES OCHOA",32
LUES,Artículos publicados,Publicado en revista especializada,Organizaciones de población desplazada en la construcción de presentes y futuros dignos,Colombia,Estudios Políticos ,0121-5167,2010,37,N/A ,33 - 72,,"ALFREDO MANUEL GHISO COTOS, JENNY MARCELA ACEVEDO VALENCIA, RICARDO BRICENO AYALA",33
LUES,Artículos publicados,Publicado en revista especializada,Intimidación y maltrato entre escolares,Colombia,Conversaciones Pedagogicas ,1909-3322,2010,N/A,N/A ,35 - 49,,"VIVIANA YANET OSPINA OTAVO, ALFREDO MANUEL GHISO COTOS",35
LUES,Artículos publicados,Publicado en revista especializada,Trazos para una pedagogía del excluido. Al encuentro de trayectorias juveniles excluidas.,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2010,N/A,N/A ,24 - 33,,ALFREDO MANUEL GHISO COTOS,38
LUES,Artículos publicados,Publicado en revista especializada,Los conflictos al interior de la Universidad de Antioquia: una mirada hermenéutica,Colombia,Estudios De Derecho ,0120-1867,2010,LXVII,149 ,15 - 38,,JHON BYRON MONTOYA GUTIERREZ,39
LUES,Artículos publicados,Publicado en revista especializada,Naturalización de la intimidación entre escolares: un modo de construir lo social,Colombia,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud ",1692-715X,2010,,"8, 1 N/A ",535 - 556,,"ALFREDO MANUEL GHISO COTOS, VIVIANA YANET OSPINA OTAVO",40
LUES,Artículos publicados,Publicado en revista especializada,La fugaz verdad de la experiencia (Ecología del acontecimiento y la experiencia formativa),Colombia,Polis (07176554) ,0717-6554,2010,N/A,N/A ,1 - 18,,ALFREDO MANUEL GHISO COTOS,41
LUES,Artículos publicados,Publicado en revista especializada,La convivencia no se impone: notas para una pedagogía que alerta y desnaturaliza el maltrato,Colombia,Nodos Y Nudos ,0122-4328,2009,3,27 ,4 - 12,,"VIVIANA YANET OSPINA OTAVO, ALFREDO MANUEL GHISO COTOS",43
LUES,Artículos publicados,Publicado en revista especializada,Participación y organización: un camino hacia la incersión de la población desplazada en la ciudad de Medellín,Colombia,"Debates Sociológicos,  ",1900-5334,2008,12,N/A ,4 - 6,,JENNY MARCELA ACEVEDO VALENCIA,45
LUES,Artículos publicados,Publicado en revista especializada,Capital social: Revisión del concepto y propuesta para su reelaboración,Colombia,Semestre Económico ,0120-6346,2008,11,21 ,75 - 90,,"ALFREDO MANUEL GHISO COTOS, OLGA LUCIA ARBOLEDA ALVAREZ, ELKIN HORACIO QUIROS LIZARAZO",46
LUES,Artículos publicados,Publicado en revista especializada,"Línea de investigación Sujeto, desarrollo y contextos de exclusión.",Colombia,Textos Y Argumentos ,1692-1135,2008,1,1 ,1 - 109,,LIBIA ELENA RAMIREZ ROBLEDO,48
LUES,Artículos publicados,Publicado en revista especializada,La sistematización en contextos formativos universitarios,Colombia,Rvista Internacional Magisterio ,04169240,2008,33,1 ,96 - 96,,ALFREDO MANUEL GHISO COTOS,50
LUES,Artículos publicados,Publicado en revista especializada,Línea de investigación calidad de vida,Colombia,Textos Y Argumentos ,1692-1135,2007,1,1 ,1 - 65,,"SANTIAGO ALBERTO MORALES MESA, ANGELA MARIA RESTREPO SUAZA",52
LUES,Artículos publicados,Publicado en revista especializada,Articulación de la investigación a las funciones sustantivas de la universidad: Acerca de una experiencia en la Funlam,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2006,9,13 ,51 - 59,,LIBIA ELENA RAMIREZ ROBLEDO,53
LUES,Artículos publicados,Publicado en revista especializada,La construcción y realización de lo humano,Brasil,Sociedade Em Debate ,1414-9869,2006,7,1 ,23 - 45,,ALFREDO MANUEL GHISO COTOS,54
LUES,Artículos publicados,Publicado en revista especializada,Miguel Antonio Caro. Perspectivas Políticas y Panoramas Sociológicos,Colombia,Kabala Kritica ,19001930,2006,1,1 ,1 - 23,,JENNY MARCELA ACEVEDO VALENCIA,55
LUES,Artículos publicados,Publicado en revista especializada,Prácticas generadoras de saber. Reflexiones freirianas entorno a las claves de la sistematización La piragua,Panamá,Revista Latinoamericana de Educación y Politica ,0,2006,23,1 ,39 - 49,,ALFREDO MANUEL GHISO COTOS,56
LUES,Artículos publicados,Publicado en revista especializada,"Recatar, descubrir, recrear metodologías participativas en investigación social comunitaria",Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2006,9,13 ,28 - 41,,ALFREDO MANUEL GHISO COTOS,57
LUES,Artículos publicados,Publicado en revista especializada,Espacios y sentidos de la participación juvenil,Colombia,Revista Trabajo Social Universidad De Antioquia ,1794-984X,2006,4,1 ,81 - 103,,ALFREDO MANUEL GHISO COTOS,58
LUES,Artículos publicados,Publicado en revista especializada,"Una forma de intervenir en el mundo, pedagogía para un mundo que puja por ser",Colombia,Aportes ,0122-8773,2005,58,1 ,37 - 50,,ALFREDO MANUEL GHISO COTOS,59
LUES,Artículos publicados,Publicado en revista especializada,"Configuraciones, sentidos, y articulaciones de los procesos de formación en investigación social",Colombia,Revista Trabajo Social Universidad De Antioquia ,1794-984X,2005,1,1 ,111 - 131,,ALFREDO MANUEL GHISO COTOS,60
LUES,Artículos publicados,Publicado en revista especializada,¿Cómo analizar las prácticas formativas en la Universidad de Antioquia?,Colombia,Voces y sentidos de las prácticas académicas. Memorias ,0,2005,1,1 ,86 - 93,,ALFREDO MANUEL GHISO COTOS,61
LUES,Artículos publicados,Publicado en revista especializada,Entre el hacer lo que se sabe y el saber lo que se hace,Colombia,Aportes ,0122-8773,2004,1,57 ,7 - 22,,ALFREDO MANUEL GHISO COTOS,62
LUES,Artículos publicados,Publicado en revista especializada,"Investigación educativa, sujetos, gramáticas y ecologías. Apertura al conocimiento de los sujetos y de los universos posibles.",Brasil,Cadernos de educacao ,01101371,2004,1,1 ,9 - 20,,ALFREDO MANUEL GHISO COTOS,63
LUES,Artículos publicados,Publicado en revista especializada,Palabras y presencias adolescentes y juveniles en la universidad,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2003,6,9 ,5 - 21,,ALFREDO MANUEL GHISO COTOS,64
LUES,Artículos publicados,Publicado en revista especializada,Investigación participativa:una opción para tiempos de conflicto,Colombia,Signos Sociales Revista Interdiciplinaria Memorias Del Seminario Ionvestigación Socila Participativa ,1657-7906,2003,2,1 ,49 - 60,,"SANTIAGO ALBERTO MORALES MESA, PATRICIA ELENA RAMIREZ",65
LUES,Artículos publicados,Publicado en revista especializada,"Proyecto Red de Jóvenes para la para la prevención de la drogadicción, la agresividad y la sexualdiad insegura y su articulación a investigación en la FUNLAM",Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2003,6,9 ,85 - 100,,LIBIA ELENA RAMIREZ ROBLEDO,66
LUES,Artículos publicados,Publicado en revista especializada,Sobre el acto de coordinar grupos operativos,Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,2002,5,1 ,13 - 25,,CRISTOBAL OVIDIO MUNOZ ARROYAVE,67
LUES,Artículos publicados,Publicado en revista especializada,Convivencia y sobrevivencia: prácticas educativas populares con jóvenes,México,Revista De Estudios Sobre Juventud. Jovenes ,1405-406X,2002,6,16 ,78 - 89,,ALFREDO MANUEL GHISO COTOS,68
LUES,Artículos publicados,Publicado en revista especializada,Algunas reflexiones acerca de la psicologìa social,Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,2001,3,1 ,15 - 24,,CRISTOBAL OVIDIO MUNOZ ARROYAVE,69
LUES,Artículos publicados,Publicado en revista especializada,La explotación sexual de la niñez y la juventud: un asunto de todos,Colombia,Revista Alborada ,0121-4039,2001,1,322 ,4 - 11,,"SANTIAGO ALBERTO MORALES MESA, LUZ ELENA JIMENEZ GOMEZ",70
LUES,Artículos publicados,Publicado en revista especializada,Tramas de constitución y deconstitución de sujetos en espacios sociales escolares,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2001,5,00 ,17 - 23,,"ALFREDO MANUEL GHISO COTOS, LUZ ELENA JIMENEZ GOMEZ, SANTIAGO ALBERTO MORALES MESA, PIEDAD CECILIA ORTEGA VALENCIA",72
LUES,Artículos publicados,Publicado en revista especializada,"SUJETO Y MARGINACIÓN SOCIAL EN LATINOAMÉRICA, DISCURSO E INTERVENCIONES DESDE UN ENFOQUE PSICOSOCIAL",Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2000,1,1 ,72 - 82,,"LIBIA ELENA RAMIREZ ROBLEDO, CLAUDIA VELEZ DE LA CALLE",73
LUES,Artículos publicados,Publicado en revista especializada,Sostener una mano o encadenar un alma: legados de Paulo Freire para la conceptualización de la Pedagogía Social en América Latina,Brasil,Contexto Y Educación ,0102-8758,2000,15,59 ,31 - 53,,ALFREDO MANUEL GHISO COTOS,74
LUES,Artículos publicados,Publicado en revista especializada,Potenciando la diversidad: diálogo de saberes como una práctica hermenéutica colectiva,Colombia,Utopía Siglo Xxi ,0123-1952,2000,1,5 ,43 - 54,,ALFREDO MANUEL GHISO COTOS,75
LUES,Artículos publicados,Publicado en revista especializada,La sexualidad del menor de la calle: alternativa de sobrevivencia,Colombia,Ciudad Don Bosco ,0123-6393,1999,6,1 ,55 - 57,,"SANTIAGO ALBERTO MORALES MESA, GLORIA LUCIA ARANGO PAJON",76
LUES,Artículos publicados,Publicado en revista especializada,"Psicoanálisis, cultura y contemporaneidad",Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,1999,1,1 ,78 - 82,,LIBIA ELENA RAMIREZ ROBLEDO,77
LUES,Artículos publicados,Publicado en revista especializada,La delincuencia y los derechos humanos en la contemporaneidad,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,1999,3,1 ,140 - 147,,LIBIA ELENA RAMIREZ ROBLEDO,78
LUES,Artículos publicados,Publicado en revista especializada,Acercamientos: el taller en procesos de investigación interactivos,México,Estudios Sobre Las Culturas Contemporaneas ,1405-2210,1999,5,9 ,141 - 153,,ALFREDO MANUEL GHISO COTOS,79
CONTAS,Artículos publicados,Publicado en revista especializada,Estilos gerenciales en función del empoderamiento de los colaboradores de la organización,Venezuela,Espacios ,0798-1015,2021,42,2 ,25 - 35,,LUZ MERY ORTIZ SANCHEZ,80
CONTAS,Artículos publicados,Publicado en revista especializada,Aproximación a la percepción social sobre el sistema tributario colombiano a partir de una revisión teórica,Colombia,Economicas Cuc ,0120-3932,2020,41,2 ,197 - 210,10.17981/econcuc.41.2.2020.Econ.3,RUBY STELLA CABRERA JARAMILLO,81
CONTAS,Artículos publicados,Publicado en revista especializada,Formación verde en los programas de Contaduría Pública de las universidades de Antioquia,Colombia,Contaduría Universidad De Antioquia ,0120-4203,2020,77, , - ,10.17533/udea.rc.n77a04,CANDY LORENA CHAMORRO GONZALEZ,82
CONTAS,Artículos publicados,Publicado en revista especializada,Competencias genéricas en los programas de Contaduría Pública: el caso de la Universidad del Atlántico entre los periodos 2016 al 2018,Colombia,Contaduría Universidad De Antioquia ,0120-4203,2020,77, ,81 - 107,10.17533/udea.rc.n77a03,CANDY LORENA CHAMORRO GONZALEZ,83
CONTAS,Artículos publicados,Publicado en revista especializada,Women Accountants in Academic and Research Spaces in Colombia,Estados Unidos,Advances in Public Interest Accounting ,1041-7060,2020,22,N/A ,23 - 34,10.1108/S1041-706020200000022002,CANDY LORENA CHAMORRO GONZALEZ,84
CONTAS,Artículos publicados,Publicado en revista especializada,Jerarquía de valores de los estudiantes de Instituciones de Educación Superior,Venezuela,Revista Venezolana de Gerencia ,1315-9984,2020,N/A, ,195 - 205,10.37960/rvg.v26i93,LUZ MERY ORTIZ SANCHEZ,85
CONTAS,Artículos publicados,Publicado en revista especializada,Aplicaciones móviles para gestión de procesos académicos en educación superior (AMAES),Venezuela,Espacios ,0798-1015,2020,41,28 ,250 - 270,,LUZ MERY ORTIZ SANCHEZ,86
CONTAS,Artículos publicados,Publicado en revista especializada,Green accounting in Colombia: a case study of the mining sector,Bélgica,"Environment, Development and Sustainability ",1573-2975,2020,23,4 ,6453 - 6465,10.1007/s10668-020-00880-1,CANDY LORENA CHAMORRO GONZALEZ,87
CONTAS,Artículos publicados,Publicado en revista especializada,"Aplicación de los criterios de reconocimiento y medición al momento de identificar errores en la propiedad planta y equipo, inventario y deterioro de cartera de acuerdo con la NIC 8 y la sección 10 de la NIIF para pymes",Colombia,Apuntes Contables ,2619-4899,2020,26,2 , - ,10.18601/16577175.n26.11,FARLEY SARY ROJAS RESTREPO,88
CONTAS,Artículos publicados,Publicado en revista especializada,Sistema axiológico de los alumnos del Programa Contaduría Pública de la Universidad Católica Luis Amigó ¿ Medellín ¿ Colombia,Venezuela,Espacios ,0798-1015,2020,41,16 ,12 - 23,,LUZ MERY ORTIZ SANCHEZ,89
CONTAS,Artículos publicados,Publicado en revista especializada,"Análisis del ciclo de liquidez, ciclo de caja y el capital de trabajo neto operativo en los hospitales públicos nivel 2, departamento de Antioquia (Colombia)",Venezuela,Espacios ,0798-1015,2020,41,8 ,8 - 16,,CANDY LORENA CHAMORRO GONZALEZ,91
CONTAS,Artículos publicados,Publicado en revista especializada,Sobre el reconocimiento y la otredad en la escuela: una lectura desde Lévinas y Mélich,Colombia,Perseitas ,2346-1780,2020,8, ,7 - 27,10.21501/23461780.3502,FARLEY SARY ROJAS RESTREPO,93
CONTAS,Artículos publicados,Publicado en revista especializada,Prácticas contables y tributarias que adoptan los pequeños negocios en Colombia,Colombia,Via Inveniendi Et Iudicandi Revista Virtual ,1909-0528,2019,14,1 ,207 - 223,10.15332/s1909-0528.2019.0001.08,RUBY STELLA CABRERA JARAMILLO,94
CONTAS,Artículos publicados,Publicado en revista especializada,El bullying en los escenarios educativos: una posibilidad de repensar el quehacer docente,Venezuela,Espacios ,0798-1015,2018,39,52 ,5 - 14,,FARLEY SARY ROJAS RESTREPO,95
CONTAS,Artículos publicados,Publicado en revista especializada,Sobre la Evaluación Escolar y su Ética,Chile,Informacion Tecnologica ,0718-0764,2018,29,5 ,71 - 80,http://dx.doi.org/10.4067/S0718-07642018000500071,FARLEY SARY ROJAS RESTREPO,96
CONTAS,Artículos publicados,Publicado en revista especializada,Editorial- Construcción de conocimiento científico escolar: una reflexión desde la didáctica sobre enseñanza de las ciencias de la gestión y los estudios organizacionales,Colombia,SCIENCE OF HUMAN ACTION ,2500-669X,2018,03,02 ,1 - 9,https://doi.org/10.21501/issn.2500-669X,"JOHN EDISON CARDONA OCAMPO, MARLON DAVID GARCIA JIMENEZ",97
CONTAS,Artículos publicados,Publicado en revista especializada,La representación contable de los bienes eclesiales en el contexto del marco regulatorio internacional,Venezuela,Espacios ,0798-1015,2018,39,4 ,24 - 36,,JOHN FERNANDO DIOSSA CASTRO,98
CONTAS,Artículos publicados,Publicado en revista especializada,Barreras legales para la introducción del Crowdfunding en Colombia: análisis comparativo con España,Venezuela,Espacios ,0798-1015,2018,39,37 ,8 - ,10.1234/8787,"JORGE IVAN JIMENEZ SANCHEZ, FARLEY SARY ROJAS RESTREPO, DIEGO ALEJANDRO RAMIREZ TAPIAS",99
CONTAS,Artículos publicados,Publicado en revista especializada,Definición de un modelo para la planeación financiera personal aplicado al caso colombiano,Colombia,Revista Ingenierías Universidad De Medellín ,1692-3324,2018,16,31 ,155 - 171,DOI: https://doi.org/10.22395/rium.v16n31a8,"MARIA ELENA VALENCIA CORRALES, MIGUEL DAVID ROJAS LOPEZ",100
CONTAS,Artículos publicados,Publicado en revista especializada,"Efectividad, eficacia y eficiencia en equipos de trabajo",Venezuela,Espacios ,0798-1015,2018,39,6 ,11 - 11,,"MARIA ELENA VALENCIA CORRALES, MIGUEL DAVID ROJAS LOPEZ",101
CONTAS,Artículos publicados,Publicado en revista especializada,Evolución de la contaduría pública en el municipio de Sincelejo-Sucre (1966-2017),Colombia,Revista Aglala ,2215-7360,2017,8,1 ,117 - 138,https://doi.org/10.22519/22157360.1028,"TATIANA MARGARITA MERCADO COVO, ROBERTO LUIS PESTANA ARELLANO, CARLOS EDUARDO CASTANO RIOS",102
CONTAS,Artículos publicados,Publicado en revista especializada,Antecedentes nacionales e internacionales sobre didáctica específica de la disciplina contable en el siglo XXI,Colombia,Contexto ,2339-3084,2017,06, ,122 - 134, https://doi.org/10.18634/ctxj.6v.0i.821,MARLON DAVID GARCIA JIMENEZ,103
CONTAS,Artículos publicados,Publicado en revista especializada,"Incidencia de los microcréditos en la pobreza. Estudio de caso, Chiapas-México y Chocó-Colombia",Venezuela,Espacios ,0798-1015,2017,38,53 ,17 - 17,,MARIA ELENA VALENCIA CORRALES,104
CONTAS,Artículos publicados,Publicado en revista especializada,Aproximación de un framework para el gobierno de información con base en COBIT,Venezuela,Espacios ,0798-1015,2017,38,46 ,3 - 22,,MARIA ELENA VALENCIA CORRALES,105
CONTAS,Artículos publicados,Publicado en revista especializada,Situación del Crowdfunding como mecanismo para la financiación de PyMEs en Colombia,Venezuela,Espacios ,0798-1015,2017,38,43 ,24 - 36,,FARLEY SARY ROJAS RESTREPO,107
CONTAS,Artículos publicados,Publicado en revista especializada,Herramienta ¿Gerencia del Valor¿ para el diagnóstico financiero en las Empresas Sociales del Estado,Venezuela,Espacios ,0798-1015,2017,38,23 ,14 - 24,,FARLEY SARY ROJAS RESTREPO,108
CONTAS,Artículos publicados,Publicado en revista especializada,Experiments based o Berg game about trust,Venezuela,Espacios ,0798-1015,2017,38,34 ,13 - 13,,"MARIA ELENA VALENCIA CORRALES, MIGUEL DAVID ROJAS LOPEZ",109
CONTAS,Artículos publicados,Publicado en revista especializada,Lean construction - LC bajo pensamiento Lean,Colombia,Revista Ingenierías Universidad De Medellín ,1692-3324,2017,16,30 ,115 - 128,10.22395/rium,"MARIA ELENA VALENCIA CORRALES, MIGUEL DAVID ROJAS LOPEZ, MARIANA HENAO GRAJALES",110
CONTAS,Artículos publicados,Publicado en revista especializada,NOT-INVENTED-HERE SYNDROME AND INNOVATION PERFORMANCE: THE CONFOUNDING EFFECT OF INNOVATION CAPABILITIES AS ORGANISATIONAL ROUTINES IN SERVICE FIRMS,Inglaterra,International Journal of Innovation Management ,1363-9196,2017,21, ,1 - 20,10.1142/S1363919617500360,"JOSE ENRIQUE ARIAS PEREZ, GEOVANNY PERDOMO CHARRY, CARLOS EDUARDO CASTANO RIOS",111
CONTAS,Artículos publicados,Publicado en revista especializada,Optimización racional de los costos,Colombia,Espacios ,0798-1015,2017,38,39 ,8 - 8,,"MARIA ELENA VALENCIA CORRALES, MIGUEL DAVID ROJAS LOPEZ",112
CONTAS,Artículos publicados,Publicado en revista especializada,"Teorías, usuarios e informes de Responsabilidad Social Corporativa. Una revisión desde la construcción histórica del Estado.",Argentina,Revista Argentina de Investigación en Negocios ,2422-5282,2017,3,1 , - ,,CARLOS ALBERTO MUNOZ RESTREPO,113
CONTAS,Artículos publicados,Publicado en revista especializada,Reflexiones sobre la investigación contable en Colombia,Colombia,Panorama Económico ,0122-8900,2016,24,N/A ,163 - 174,,CARLOS EDUARDO CASTANO RIOS,115
