grupo,categoria,tipo_producto,titulo,Pais,ano,sitio_web,medio_divulgacion,institucion,autores
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,"Premio a la Calidad Educativa ""Ser mejor""",Colombia,2020,,Internet,Secretaria de Educación de Medellín,ENID DANIELA VARGAS MESA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,XVI Encuentro estudiantil. Experiencias investigativas,Colombia,2020,,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,MONICA MARIA ALVAREZ GALLEGO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,XV Encuentro estudiantil: Experiencias Investigativas.,Colombia,2019,,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,MONICA MARIA ALVAREZ GALLEGO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,XIV Encuentro estudiantil. Experiencias investigativas,Colombia,2019,,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,MONICA MARIA ALVAREZ GALLEGO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,XIII Encuentro estudiantil. Experiencias investigativas,Colombia,2018,,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,MONICA MARIA ALVAREZ GALLEGO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,XIII Encuentro estudiantil de experiencias investigativas licenciatura en lenguas extranjeras con énfasis en inglés,Colombia,2018,https://drive.google.com/open?id=1rDUrK5NYtw16GHzV2XqJ7PQcNHQVifym,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,BAIRON JARAMILLO VALENCIA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,XIII Encuentro estudiantil de experiencias investigativas,Colombia,2018,https://drive.google.com/open?id=1NSHkMIppyFfoil9kgSJr5W0pEl98uIRd,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,BAIRON JARAMILLO VALENCIA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,II Coloquio de investigaciones de estudiantes de posgrado en educación presencial,Colombia,2018,https://drive.google.com/open?id=161aHXWApA63Tucq8DB2zGHo4pgrKnY9s,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,BAIRON JARAMILLO VALENCIA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,Miembro del comité científico del congreso internacional de pedagogía amigoniana: perspectivas y desafíos en el siglo XXI,Colombia,2018,https://www.academia.edu/38448556/Congreso_Internacional_de_Pedagog%C3%ADa_Amigoniana?auto=download,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,BAIRON JARAMILLO VALENCIA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,XII Encuentro Estudiantil: Experiencias Investigativas,Colombia,2018,https://drive.google.com/file/d/1_w1WeWN7FArSYRDkuwlh4Yc2nHbTbZMF/view,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,BAIRON JARAMILLO VALENCIA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,XII Encuentro estudiantil de experiencias investigativas y IX de prácticas pedagógicas significativas,Colombia,2018,https://drive.google.com/open?id=1N4uHgkYOUSWxYtpo6ZQkrxR2lZ17uh11,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,BAIRON JARAMILLO VALENCIA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,XII Encuentro estudiantil. Experiencias investigativas,Colombia,2018,,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,MONICA MARIA ALVAREZ GALLEGO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,Retórica en el discurso del IASB como organismo regulador,Colombia,2016,http://www.funlam.edu.co/revistas/index.php/SHA,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Profesor titular,Evaluadora XIV Encuentro Regional de Semilleros de Investigación,Colombia,2015,www.redcolsi.org,Varios,Fundación Red Colombiana de Semilleros de Investigación RedColsi,GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,Evaluadora XIII Encuentro Rgional de Semilleros de Investigación,Colombia,2014,www.redcolsi.org.co,Otro,Fundación Red Colombiana de Semilleros de Investigación RedColsi,GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,Diversos artículos académicos en la revista Lámpsakos de la Facultad de Ingenierías de la Fundación Universitaria Luis Amigó,Colombia,2014,http://www.funlam.edu.co/revistas/index.php/lampsakos,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN CARLOS MONSALVE GOMEZ
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,Evaluadora RedColsi Oriente,Colombia,2014,www.redcolsi.org.co,Otro,Fundación Red Colombiana de Semilleros de Investigación RedColsi,GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Profesor titular,Evaluación para ascenso en el escalafón - Docente Edgar Picón Jácome,Colombia,2014,,Otro,UNIVERSIDAD DE ANTIOQUIA,JOSE VICENTE ABAD OLAYA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,Proceso de descripción de Niveles de diseño Saber Pro,Colombia,2013,http://www.icfes.gov.co/,Papel,Instituto Colombiano para la Evaluación de la Educación,JOSE WILMAR PINO MONTOYA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,EVALUACIÓN DE PONENCIAS PARA SIMPOSIO DE INFANCIA,Colombia,2013,calidad@rediberoamericanadepedagogia.com,Papel,,SONIA RUTH QUINTERO ARRUBLA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Concurso docente,Premios a la Calidad de la Educación: Maestros para la Vida 2013,Colombia,2013,/index.php/calidad-de-la-educacion/alianzas-por-la-educacion/premio-a-la-calidad-de-la-educacion,Papel,Fundacion Proantioquia,JOSE WILMAR PINO MONTOYA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,Evaluadora XII Encuentro Rgional de Semilleros de Investigación,Colombia,2013,www.redcolsi.org,Papel,Fundación red colombiana de semilleros de Antioquia,GLORIA MARIA LOPEZ ARBOLEDA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Profesor titular,Evaluadora par interna de la Maestría en Estudios Psicosociales de la Fundación Universitaria Luis Amigó,Colombia,2011,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,ANGELA MARIA RESTREPO JARAMILLO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Profesor titular,Par evaluadora interna para acreditación del programa de Psicología de la Funlam,Colombia,2010,,Papel,,ANGELA MARIA RESTREPO JARAMILLO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Profesor titular,Evaluadora Premio medellín la más Educada,Colombia,2009,http://www.proantioquia.gov,Internet,Secretaria de Educación del Municipio de Medellín,ANGELA MARIA RESTREPO JARAMILLO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,Técnicas educativas de Intervención con familias. Caso de las ciudades Medellin y Pereira. Una reflexión desde la Fundación Universitaria Luis Amigó y la Universidad Catolica popular de Risaralda,Colombia,2008,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,ADRIANA MARIA GALLEGO HENAO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Participación en comités de evaluación,Otra,Fortalezas y debilidades cognitivas en niños de 7 a 12 años de edad habitantes del barrio Villatina de la Ciudad de Medellín,Colombia,2008,,Papel,,ADRIANA MARIA GALLEGO HENAO
NEUROCIENCIAS BASICAS Y APLICADAS,Participación en comités de evaluación,Profesor titular,Miembro Consejo Editorial Fundación Universitaria Luis Amigó,Colombia,2015,,Papel,,PAULA ANDREA MONTOYA ZULUAGA
NEUROCIENCIAS BASICAS Y APLICADAS,Participación en comités de evaluación,Otra,Miembro consejo editorial - Fondo editorial Luis Amigo,Colombia,2015,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JUAN DIEGO BETANCUR ARIAS
NEUROCIENCIAS BASICAS Y APLICADAS,Participación en comités de evaluación,Acreditación de programas,Documento Maestro Acreditación Licenciatura en educación básica,Colombia,2011,www.tdea.edu.co,Papel,TECNOLOGICO DE ANTIOQUIA INSTITUCION UNIVERSITARIA,PAULA ANDREA MONTOYA ZULUAGA
GESNE,Participación en comités de evaluación,Acreditación de programas,Proceso de Autoevaluación con fines de Alta Calidad para el programa de Negocios Internacionales,Colombia,2020,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ISABEL GUERRERO MOLINA
GESNE,Participación en comités de evaluación,Otra,Comité Arbitral Nacional Revista Cuaderno de Contabilidad Volumen 21 No 52 del año 2020,Colombia,2020,,Papel,PONTIFICIA UNIVERSIDAD JAVERIANA,MARIA ISABEL GUERRERO MOLINA
GESNE,Participación en comités de evaluación,Otra,Comité Arbitral Nacional Revista Encontexto Edición 11 julio - diciembre de 2019.,Colombia,2019,http://ojs.tdea.edu.co/index.php/encontexto,Varios,TECNOLOGICO DE ANTIOQUIA INSTITUCION UNIVERSITARIA,MARIA ISABEL GUERRERO MOLINA
GESNE,Participación en comités de evaluación,Otra,Economías Globalizadas: Producción y Consumo responsables. Experiencias en América Latina,Colombia,2019,http://palma.sanmateo.edu.co/index.php/catalogo/colecciones/53-economias-globalizadas-produccion-y-consumo-responsable-en-america-latina,Internet,FUNDACION UNIVERSITARIA SAN MATEO EDUCACION SUPERIOR,MARIA ISABEL GUERRERO MOLINA
GESNE,Participación en comités de evaluación,Jefe de cátedra,coordinador área de logística,Colombia,2019,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,CAMILO ALBERTO HIGUITA CARDENAS
GESNE,Participación en comités de evaluación,Otra,Documento Maestro Renovación Registro Calificado Programa Administración de Empresas Distancia Universidad Católica Luis Amigó,Colombia,2018,www.funlam.edu.co,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,MARTHA DEL SOCORRO ALZATE CARDENAS
GESNE,Participación en comités de evaluación,Acreditación de programas,Renovación de Registro Calificado,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,"NELSON DARIO CAICEDO RESTREPO, MARIA ISABEL GUERRERO MOLINA, NELSON MARIN LATORRE ARIAS, CARLOS EDUARDO SAENZ CASTILLO"
GESNE,Participación en comités de evaluación,Acreditación de programas,Renovación de Registro Calificado,Colombia,2018,,Otro,UNIVERSIDAD CATOLICA LUIS AMIGO,"NELSON DARIO CAICEDO RESTREPO, NELSON MARIN LATORRE ARIAS, MARIA ISABEL GUERRERO MOLINA"
GESNE,Participación en comités de evaluación,Acreditación de programas,Documento Maestro Autoevaluación con fines de Acreditaicón Programa Administración de Empresas Presencial Universidad Católica luis Amigó,Colombia,2018,www.funlam.edu.co,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,"OLGA LUCIA ARBOLEDA ALVAREZ, MARTHA DEL SOCORRO ALZATE CARDENAS"
GESNE,Participación en comités de evaluación,Acreditación de programas,Renovación de Registro Calificado,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,"NELSON MARIN LATORRE ARIAS, NELSON DARIO CAICEDO RESTREPO, MARIA ISABEL GUERRERO MOLINA, CARLOS EDUARDO SAENZ CASTILLO"
GESNE,Participación en comités de evaluación,Otra,"Concurso Ideas en Grande de la Gobernacion de Antioquia, evaluador de proyectos de la linea 2 emprendimientos productivos",Colombia,2018,http://antioquia.gov.co/index.php/secretaria-de-participacion-ciudadana-y-desarrollo-social,Papel,Gobernacion de Antioquia - Secretaria de participacion Ciudadana y Desarrol,OSWALDO ANTONIO SALGADO CANAVERAL
GESNE,Participación en comités de evaluación,Otra,Documento Maestro Renovación de Registro Calificado Programa Administración de Empresas Presencial Funlam,Colombia,2017,www.funlam.edu.co,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,MARTHA DEL SOCORRO ALZATE CARDENAS
GESNE,Participación en comités de evaluación,Acreditación de programas,Autoevaluación con fines de Acreditación,Colombia,2017,www.funlam.edu.co,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,"OLGA LUCIA ARBOLEDA ALVAREZ, MARTHA DEL SOCORRO ALZATE CARDENAS"
GESNE,Participación en comités de evaluación,Acreditación de programas,Autoevaluación con fines de mejoramiento continuo,Colombia,2016,www.funlam.edu.co,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,"OLGA LUCIA ARBOLEDA ALVAREZ, MARTHA DEL SOCORRO ALZATE CARDENAS"
GESNE,Participación en comités de evaluación,Otra,La planeación estrategica como herramienta de los emprendedores,Colombia,2016,http://www.cladea2016.org/carta.html,Internet,Asociación Colombiana De Facultades De Administración,OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Participación en comités de evaluación,Otra,Perspectiva etica de vinculacion causa efecto Corrupcion confianza y economia,Colombia,2016,http://www.cladea2016.org/carta.html,Internet,CONCEJO LATINOAMERICANO DE ESCUELAS DE ADMINISTRACION,OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Participación en comités de evaluación,Acreditación de programas,Comité de autoevalución con fines de Reacreditación,Colombia,2015,http://www.funlam.edu.co/modules/facultadciencias/category.php?categoryid=14,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,"MARTHA DEL SOCORRO ALZATE CARDENAS, OLGA LUCIA ARBOLEDA ALVAREZ"
GESNE,Participación en comités de evaluación,Acreditación de programas,Comite de autoevaluación con miras a acreditación del programa de Administración de Empresas,Colombia,2015,http://www.funlam.edu.co/modules/facultadciencias/category.php?categoryid=5,Papel,,OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Participación en comités de evaluación,Otra,Coordinacion área sociohumanista y de énfasis,Colombia,2015,http://www.funlam.edu.co/modules/facultadciencias/item.php?itemid=49,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Participación en comités de evaluación,Otra,Revista Fundación Universitaria Luis Amigó,Colombia,2015,http://www.funlam.edu.co/revistas/index.php/RFunlam/about/editorialTeam,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,VICTORIA BLAQUISED RIVERA
GESNE,Participación en comités de evaluación,Otra,Jurado Concurso de iniciativas Comunitarias,Colombia,2014,http://antioquia.gov.co/index.php/secretaria-de-participacion-ciudadana-y-desarrollo-social/19997,Papel,Gobernacion de Antioquia - Secretaria de participacion Ciudadana y Desarrol,OSWALDO ANTONIO SALGADO CANAVERAL
GESNE,Participación en comités de evaluación,Acreditación de programas,Comite de autoevaluación con miras a acreditación del programa de Administración de Empresas,Colombia,2011,http://www.funlam.edu.co/modules/facultadciencias/category.php?categoryid=5,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,"OLGA LUCIA ARBOLEDA ALVAREZ, MARTHA DEL SOCORRO ALZATE CARDENAS"
GESNE,Participación en comités de evaluación,Otra,Coordinacion área sociohumanista y de énfasis,Colombia,2010,,Internet,UNIVERSIDAD CATOLICA LUIS AMIGO,OLGA LUCIA ARBOLEDA ALVAREZ
GESNE,Participación en comités de evaluación,Otra,Proyecto de investigación Solidaridad y seguridad social en Colombia 1910-1946,Colombia,2009,,Internet,UNIVERSIDAD COOPERATIVA DE COLOMBIA,"PIEDA  DEL VALLE MONTOYA, OLGA LUCIA ARBOLEDA ALVAREZ"
GESNE,Participación en comités de evaluación,Otra,"Las organizaciones no gubernamentales, una mirada a su dinámica organizacional en Antioquia. Articulo para al Universidad cooperativa de Colombia. Instituto de Economía social y cooperativismo. Abril 18 de 2008",Colombia,2008,,Papel,UNIVERSIDAD COOPERATIVA DE COLOMBIA,OLGA LUCIA ARBOLEDA ALVAREZ
GORAS,Participación en comités de evaluación,Otra,Diplomatura Planeación Estratégica y Prospectiva,Colombia,2019,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,"Gestión del Riesgo Administrativo y Financiero, en Empresas del Sector de la Economía Solidaria, énfasis Lavado de activos y Financiación del terrorismo",Colombia,2019,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Gestión del Talento Humano,Colombia,2019,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,"Diplomatura en Gerencia, Liderazgo y Administración Cooperativa",Colombia,2019,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura Herramientas de Gestión para la Toma de Decisiones,Colombia,2019,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en gestión logística y de la producción para PYMES,Colombia,2019,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Acreditación de programas,Documento autoevaluación especialización en mercadeo estratégico,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JAIME ALBERTO BELTRAN RIOS
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Gestión del Mercadeo y Marca Social,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Riesgo Psicosocial,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Documento de autoevaluación para la renovación de la Maestría en Administración,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,MAURICIO ALEJANDRO BEDOYA JIMENEZ
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Gestión del Talento Humano,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura Planeación Estratégica y Prospectiva,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,"Diplomatura en Gerencia, Liderazgo y Administración Cooperativa",Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Innovación Social en la Gestión de Organizaciones de Economía Solidaria,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Herramientas de Gestión para la Toma de Decisiones,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Documento de autoevaluación para la renovación de la Especialización en finanzas - distancia,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,MAURICIO ALEJANDRO BEDOYA JIMENEZ
GORAS,Participación en comités de evaluación,Otra,Documento de autoevaluación para la renovación de la Especialización en finanzas - Presencial,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,MAURICIO ALEJANDRO BEDOYA JIMENEZ
GORAS,Participación en comités de evaluación,Otra,"Gestión del Riesgo Administrativo y Financiero, en Empresas del Sector de la Economía Solidaria, énfasis Lavado de activos y Financiación del terrorismo",Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Finanzas Básicas,Colombia,2018,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Acreditación de programas,Renovación registro calificado Institución Universitaria Politécnico GranColombiano,Colombia,2017,,Varios,INSTITUCIÓN UNIVERSITARIA POLITÉCNICO GRANCOLOMBIANO,LUIS FERNANDO QUINTERO ARANGO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Gerencia del Talento Humano,Colombia,2017,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,"Diplomatura en Gerencia, Liderazgo y Administración Cooperativa",Colombia,2017,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Gestión de Mercadeo Social y Marca Social,Colombia,2017,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Curso Modelos Financieros en Excel,Colombia,2017,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Riesgo Psicosocial,Colombia,2017,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Curso Liderazgo Transformacional Gerencia Humana,Colombia,2017,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Finanzas Básicas,Colombia,2017,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Innovación Social en la Gestión de Organizaciones de Economía Solidaria,Colombia,2017,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Herramientas Gerenciales para la Innovación.,Colombia,2016,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Riesgo Psicosocial,Colombia,2016,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Acreditación de programas,Diplomado en Desarrollo de Competencias Gerenciales,Colombia,2016,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JAIME ALBERTO BELTRAN RIOS
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Gestión de Mercadeo Social y Marca Social,Colombia,2016,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura ¿Innovación Social en la Gestión de Organizaciones de Economía Solidaria¿,Colombia,2016,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Gestión del Talento Humano,Colombia,2016,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Curso Modelos Financieros en Excel,Colombia,2016,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,"Diplomatura en Gerencia, Liderazgo y Administración Cooperativa",Colombia,2016,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Gestión de Mercadeo Social y Marca Social,Colombia,2015,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Liderazgo Transformacional Gerencia Humana,Colombia,2015,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Curso de Modelos Financieros en Excel,Colombia,2015,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Acreditación de programas,Comité de autoevalución con fines de Reacreditación,Colombia,2015,http://www.funlam.edu.co/modules/facultadciencias/category.php?categoryid=14,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,"MARTHA DEL SOCORRO ALZATE CARDENAS, OLGA LUCIA ARBOLEDA ALVAREZ"
GORAS,Participación en comités de evaluación,Otra,El Factor de Genero en la Gestión Empresarial,Colombia,2015,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Riesgo Psicosocial,Colombia,2015,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Otra,Diplomatura en Gestión del Talento Humano,Colombia,2015,,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,JOSE ANTONIO LOPEZ GIRALDO
GORAS,Participación en comités de evaluación,Acreditación de programas,Comite de autoevaluación con miras a acreditación del programa de Administración de Empresas,Colombia,2011,http://www.funlam.edu.co/modules/facultadciencias/category.php?categoryid=14,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,"MARTHA DEL SOCORRO ALZATE CARDENAS, OLGA LUCIA ARBOLEDA ALVAREZ"
GORAS,Participación en comités de evaluación,Profesor titular,RELACIÓN CULTURAL EN LA EVOLUCIÓN SOCIOECONÓMICA DE BOYACÁ,Colombia,2011,RELACIÓN CULTURAL EN LA EVOLUCIÓN SOCIOECONOMICA DE BOYACÁ,Papel,Universidad Antonio Nariño - Sede Bogotá - U.A.N.,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Participación en comités de evaluación,Profesor titular,"EL DESARROLLO DE LOS SISTEMAS DE ADMINISTRACIÓN DE RIESGOS (SAR) EN EL AMBIENTE INFORMÁTICO, DE LAS EMPRESAS Y/O ENTIDADES PRIVADAS Y PÚBLICAS EN BOGOTA D.C.",Colombia,2011,http://www.uan.edu.co/,Papel,Universidad Antonio Nariño - Sede Bogotá - U.A.N.,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Participación en comités de evaluación,Profesor titular,Capital social ¿Factor Comunidad? De las organizaciones de población desplazada de la ciudad de Medellín y su incidencia en las condiciones de vida de las familias vinculadas,Colombia,2009,www.funlam.edu.co,Papel,UNIVERSIDAD CATOLICA LUIS AMIGO,CARLOS ANDRES ARISTIZABAL BOTERO
